0.000000,112.000000
1.000000,0.411866
2.000000,0.003677
3.000000,526.000000
4.000000,-0.409801
5.000000,-0.000779
6.000000,69.000000
7.000000,-2.047637
8.000000,-33.697375
9.000000,54.000000
10.000000,3.854496
11.000000,0.071380
12.000000,108.000000
13.000000,2.502388
14.000000,0.023170
15.000000,60.000000
16.000000,0.886730
17.000000,0.014779
18.000000,25.864979
19.000000,107.160558
20.000000,-145.351002
21.000000,-361.757864
22.000000,4122.706125
23.000000,685.511071
24.000000,81.230516
25.000000,51.930458
26.000000,0.000336
27.000000,-0.001229
28.000000,5.158371
29.000000,0.410237
30.000000,0.079528
31.000000,-14.000000
32.000000,365.000000
33.000000,638.000000
34.000000,126.000000
35.000000,0.350475
36.000000,0.002782
37.000000,513.000000
38.000000,-0.353696
39.000000,-0.000689
40.000000,76.000000
41.000000,-3.746586
42.000000,-20.285134
43.000000,57.000000
44.000000,3.162882
45.000000,0.055489
46.000000,107.000000
47.000000,5.642375
48.000000,0.052732
49.000000,63.000000
50.000000,0.709766
51.000000,0.011266
52.000000,24.788516
53.000000,87.765215
54.000000,26.092311
55.000000,-202.390629
56.000000,3338.710326
57.000000,546.542595
58.000000,69.887495
59.000000,42.016884
60.000000,0.000500
61.000000,-0.001080
62.000000,5.161840
63.000000,0.352316
64.000000,0.068254
65.000000,-22.000000
66.000000,363.000000
67.000000,639.000000
68.000000,13.000000
69.000000,11.000000
70.000000,13.000000
71.000000,0.000000
72.000000,0.000000
73.000000,89.666667
74.000000,105.556872
75.000000,76.000000
76.000000,29.556872
