0.000000,100.000000
1.000000,0.617492
2.000000,0.006175
3.000000,484.000000
4.000000,-0.608428
5.000000,-0.001257
6.000000,65.000000
7.000000,-10.119186
8.000000,-6.423442
9.000000,53.000000
10.000000,5.971335
11.000000,0.112667
12.000000,77.000000
13.000000,0.167981
14.000000,0.002182
15.000000,59.000000
16.000000,0.912719
17.000000,0.015470
18.000000,33.423641
19.000000,143.953047
20.000000,-680.811642
21.000000,-42.335071
22.000000,6390.866103
23.000000,668.353839
24.000000,115.812042
25.000000,62.741900
26.000000,-8.200169E-5
27.000000,-0.001752
28.000000,5.154167
29.000000,0.611659
30.000000,0.118673
31.000000,-1.000000
32.000000,324.000000
33.000000,584.000000
34.000000,86.000000
35.000000,0.701149
36.000000,0.008153
37.000000,495.000000
38.000000,-0.689516
39.000000,-0.001393
40.000000,61.000000
41.000000,-9.032058
42.000000,-6.753721
43.000000,51.000000
44.000000,7.232944
45.000000,0.141822
46.000000,66.000000
47.000000,-19.288821
48.000000,-0.292255
49.000000,56.000000
50.000000,0.606356
51.000000,0.010828
52.000000,31.418822
53.000000,154.599071
54.000000,-779.251395
55.000000,1058.464744
56.000000,7846.204291
57.000000,340.893355
58.000000,125.960567
59.000000,61.702652
60.000000,-0.000959
61.000000,-0.002122
62.000000,5.153624
63.000000,0.694773
64.000000,0.134812
65.000000,8.000000
66.000000,323.000000
67.000000,581.000000
68.000000,10.000000
69.000000,12.000000
70.000000,10.000000
71.000000,0.000000
72.000000,0.000000
73.000000,89.666667
74.000000,107.022148
75.000000,76.000000
76.000000,31.022148
